position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
9_1	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1077954585634081	7769bdf4f5c0013740d2ee29079a78d254714509	0	see ya	2016-09-26T21:15:20+0000	1
9_2	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1077962315633308	0a50ed261ae34223d749ed113137fe9ec5f1edfd	0	she is not going anywhere, to damn spoiled.	2016-09-26T21:23:09+0000	0
9_3	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1077963428966530	f2f7d07c161073563f981baf151e223aa39dee04	0	why wait Woopie you and the rest of the crappy gripers need to leave now cause White lives matter.	2016-09-26T21:25:16+0000	1
9_4	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1077976155631924	6e95cddf6b54c49920702bf24136cb9bff181c50	0	Why wait  !	2016-09-26T21:50:46+0000	0
9_5	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1077980935631446	8e6a7b6b2ee716a6137724aa1c4267c042e11cab	0	Good fu**ING buy don't let the door hit you where the good Lord split you	2016-09-26T22:00:25+0000	0
9_6	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1078001648962708	73e6387c962132b4dda869af91a3ad63ed2816e3	0	Have a nice trip	2016-09-26T22:44:16+0000	0
9_7	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1078009082295298	1e037e69353ca0b1705c8131e20c395d7ea7d998	0	Well leave now poopy	2016-09-26T23:03:18+0000	1
9_8	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1078019698960903	493ec1327c584e13c7b50d4ace6ad5cbf74710bf	0	👋	2016-09-26T23:22:57+0000	0
9_9	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1078034528959420	d16c7ed8ee4ec68bbb5266ff1668600a311a34ea	0	Well miss ya...NOT 😆	2016-09-26T23:55:15+0000	0
9_10	837159759713566_1077950878967785	a5420b77781b8494a28d622eba2717eb13d3f57f	All the Radical Hollywood people should Buy their One Way ticket now.	2016-09-26T21:05:54+0000	1078060892290117	29f01a11f587019e6fb00600c7d4d3d63ae9524e	0	LEAVE!!	2016-09-27T00:49:24+0000	0
10_0	837159759713566_1078042335625306	a5420b77781b8494a28d622eba2717eb13d3f57f	Debra Lechtick Coleman shared Susan Bracken s post to the group: TRUMP FORCE ONE.	2016-09-27T00:12:52+0000	1078060702290136	39eae048e39bf5837ae7ba0612a49a0217af4c3a	0	AMERICA FIRST; AMERICA FIRST; AMERICA FIRST!  Let's do this, America! Trump is THE LEADER & PRESIDENT we need!  TRUMP! TRUMP! Donald J TRUMP Sr for the 2017 (R) POTUS ALL the WAY to the White House; YEAH!	2016-09-27T00:48:51+0000	0
11_0	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078036868959186	464662eca1b3f0b5ec724d8f42652f950338f019	0	Go get Hillary,   Were Pulling for You Mr. Trump. 👍	2016-09-27T00:01:09+0000	3
11_1	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078040125625527	4d85833b0c135301bb0f367088eb4bd245be8f01	0	GO TRUMP	2016-09-27T00:06:39+0000	2
11_2	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078041285625411	e9155954a1801f12e400fc933d1676929090a01e	0	We are with you Donald J. Trump!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	2016-09-27T00:10:30+0000	1
11_3	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078041442292062	bbaefb1542b591585c43008d3753be1cc49efd7a	0	#TrumpNextPOTUS #TrumpParadignShift	2016-09-27T00:10:41+0000	1
11_4	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078042202291986	e9155954a1801f12e400fc933d1676929090a01e	1	Just stay with your beliefs and relax and just remember to yourself, he is going to be our President soon. 😊	2016-09-27T00:12:30+0000	2
11_5	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078041542292052	3d37eba71b47a1f45b97cec068e8aacab61add0a	0	Hope he does great, I'm afraid to watch the debate, 1st I will get pissed then there will be an argument.  In our house it is divided.	2016-09-27T00:10:55+0000	2
11_6	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078041895625350	1f777d11ea0aca57f88b76471ec507f7eb4d8047	0		2016-09-27T00:11:43+0000	3
11_7	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078044422291764	48204fc4da038c744b7741920f180214736f5bf6	0	I stand with #Trump !!!!!	2016-09-27T00:15:53+0000	1
11_8	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078054352290771	6a2c5be2aab4539c33ea3f5b795a075eea9ad698	0	Vote for Donald J Trump for president	2016-09-27T00:37:48+0000	0
11_9	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078059678956905	d16c7ed8ee4ec68bbb5266ff1668600a311a34ea	0	Trump is on his way😉November hurry up and get here!!	2016-09-27T00:46:15+0000	0
11_10	837159759713566_1078031778959695	a5420b77781b8494a28d622eba2717eb13d3f57f	***** TIME TO RALLY FOR OUR NEXT PRESIDENT ***** EVERYONE HAVE A GREAT TIME TONIGHT.. JUST TAKE A LOOK AT WHAT WE ALL HAVE DONE TO GET TO THIS POINT.. CHEERS..!!	2016-09-26T23:48:26+0000	1078060615623478	914dc8230b4d8bf021a27fb4fa8be9481400118f	0	##TRUMPWINS2017	2016-09-27T00:48:35+0000	0
12_0	837159759713566_1078040688958804	a5420b77781b8494a28d622eba2717eb13d3f57f	Debra Lechtick Coleman shared Dennis Smooth Nagy s photo to the group: TRUMP FORCE ONE.	2016-09-27T00:08:41+0000	1078041238958749	1f777d11ea0aca57f88b76471ec507f7eb4d8047	0		2016-09-27T00:10:18+0000	2
12_1	837159759713566_1078040688958804	a5420b77781b8494a28d622eba2717eb13d3f57f	Debra Lechtick Coleman shared Dennis Smooth Nagy s photo to the group: TRUMP FORCE ONE.	2016-09-27T00:08:41+0000	1078060568956816	39eae048e39bf5837ae7ba0612a49a0217af4c3a	0	AMERICA FIRST; AMERICA FIRST; AMERICA FIRST!  Let's do this, America! Trump is THE LEADER & PRESIDENT we need!  TRUMP! TRUMP! Donald J TRUMP Sr for the 2017 (R) POTUS ALL the WAY to the White House; YEAH!	2016-09-27T00:48:31+0000	1
13_0	837159759713566_1078053692290837	a5420b77781b8494a28d622eba2717eb13d3f57f	Mary Wilson shared C-SPAN s live video to the group: TRUMP FORCE ONE.	2016-09-27T00:35:45+0000	1078060465623493	7487c40b67b9e4dd1fdcab96165a626339ee8782	0	https://youtu.be/ACoxw2bmX5U	2016-09-27T00:48:11+0000	0
14_0	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077140785715461	d16c7ed8ee4ec68bbb5266ff1668600a311a34ea	0	Who cares what he thinks. He just wants more notoriety than he already has being rich and  professional basketball team owner.  If Trump can do it, then he wants to also.  Egomaniac and so wrong in his views.	2016-09-25T22:51:41+0000	3
14_1	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077146045714935	60e651569c5d24a721d734ad7f80ea5f4324a342	0	Cuban HEY ! No one cares what you think, you look like an idiot because you are a Democrat 😝	2016-09-25T23:04:26+0000	6
14_2	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077146382381568	48204fc4da038c744b7741920f180214736f5bf6	0	You are a disgrace !!!!	2016-09-25T23:05:19+0000	2
14_3	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077150352381171	372437903edd7683653451b600bf24d4d159ad5c	0	He's a scumbag, obviously.	2016-09-25T23:11:26+0000	2
14_4	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077154229047450	5504d19d60dfac168c79f86a0b7bf7b45c66a761	0	how can a dung beetle like cuban intimidate Trump.	2016-09-25T23:14:23+0000	3
14_5	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077155469047326	ff9a0607d8b996377b4e07b044d1fb2507086b6e	0	Go to hell u pig..ugly pig at that!...and no, you aren't getting a front row seat!	2016-09-25T23:16:20+0000	1
14_6	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077160442380162	f1e0c47995f1e448932d8a657ef0a805dc3ff0d5	0	KKK at work The Democratic Party has not changed	2016-09-25T23:27:31+0000	2
14_7	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077299145699625	60fca8d1236d4cbbea0e8f7d5a7532fa0590102e	1	Mark Cuban. Owns the Dallas Mavericks.	2016-09-26T03:33:38+0000	1
14_8	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077165689046304	1e037e69353ca0b1705c8131e20c395d7ea7d998	0	Who is this jerk any way	2016-09-25T23:40:36+0000	2
14_9	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077176042378602	25ddf434ab287020e1725a77b02b1abb861c7772	1	creepy is more like it	2016-09-26T00:04:13+0000	2
14_10	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077167339046139	58ba16796197e64a78883c7d95f4246e44dd853a	0	Boy that's one ugly SOB there!!	2016-09-25T23:44:45+0000	2
14_11	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077179255711614	8aa8b6bdc4ee33f48bc3422f9f05c88846963382	0	TRAITOR.	2016-09-26T00:10:42+0000	2
14_12	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077185792377627	b1d06a762a262d2092167c995c09f9a1c2d8e542	0	I know several people that know Trump personally, NOTHING intimidates him and he WILL destroy Hillary tomorrow🇺🇸	2016-09-26T00:23:49+0000	4
14_13	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077186782377528	1d3316ae8d7e3bf12b54811384ecca543d1f6559	0	I'd advise him to be careful, he could end up looking like a fool.	2016-09-26T00:25:34+0000	1
14_14	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077276632368543	e9e33b3e4d1c4507fb715e8be39c1651e54ab2e7	0	He's scum	2016-09-26T02:50:13+0000	1
14_15	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077278032368403	e9e33b3e4d1c4507fb715e8be39c1651e54ab2e7	0	Trump will be who he is.  And that's why we love him	2016-09-26T02:51:49+0000	2
14_16	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077346369028236	9aa0127394b549a04d1bd893699b1609160ed2d5	0	Go to hell Cuban!	2016-09-26T04:46:11+0000	2
14_17	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077349952361211	5504d19d60dfac168c79f86a0b7bf7b45c66a761	1	cuban only owns the Mavericks not the Arena.	2016-09-26T04:53:20+0000	0
14_18	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077352885694251	a85ddb9b20bac8f2228b464b4104523693b98873	1	Cuban brought Trump to the arena so he can word it how he wants but at the time he was for Trump and against HC. Look at him right in the face and acknowledge that time and then go on.	2016-09-26T04:55:47+0000	0
14_19	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077353419027531	5504d19d60dfac168c79f86a0b7bf7b45c66a761	1	why should Trump waste his time on this pond scum.	2016-09-26T04:56:43+0000	0
14_20	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077356729027200	a85ddb9b20bac8f2228b464b4104523693b98873	1	To irritate HC and her troops. Have you heard  the saying you kill them with kindness. Tonight a commentator said if HC starts coughing it would be great if Trump gets her water. That is how you do it.	2016-09-26T05:00:07+0000	1
14_21	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077358525693687	5504d19d60dfac168c79f86a0b7bf7b45c66a761	1	then the liberals will say Trump is condiscending, Trump cannot get a break from these libs no matter what.	2016-09-26T05:02:51+0000	1
14_22	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077365902359616	a85ddb9b20bac8f2228b464b4104523693b98873	1	These people are not liberals, they are progressive, radical nuts. They are doing everything to make him lose it. He goes the opposite way, keeps calm, shows how human he is and he wins. I find it amazing how ridiculous Cuban is acting. I think he is beating out Harry Reid and his behavior.	2016-09-26T05:15:43+0000	2
14_23	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077349265694613	a85ddb9b20bac8f2228b464b4104523693b98873	0	Trump should say, as long as you're here let me thank you for letting me use your arena when I was in Dalla. You treated us very nicely. That would shut them all up.	2016-09-26T04:51:49+0000	0
14_24	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077621915667348	2531bb99e8746741981ba1febc885cbc8948ee88	0	You just might not be able to get what you want anymore people do pay to go see your team play. I quit watching shark tank because of your on it	2016-09-26T12:40:10+0000	5
14_25	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077718682324338	5826ee3d358fffedf7a4c04dfe5e75587f767945	0	I highly doubt this idiot will intimidate Trump! This idiot is just shit on Trumps shoe	2016-09-26T15:00:36+0000	3
14_26	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077765652319641	68a6a6c789ae89d02298a3e65c101a5925cac2b9	0	IF THIS IDIOT THINKS HES GOING TO INTIMIDATE TRUMP  HELL WILL FREEZE OVER BEFORE THAT WILL HAPPEN  I DONT THINK TRUMPS INTIMIDATES BY ANYONE  A VERY STRONG AND FAMILY ORIENATED FAMILY MAN   BEAUTIFUL Jeff Snipes	2016-09-26T16:04:03+0000	3
14_27	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077843402311866	96ea671c80cd67fc29032ecfe1757c743029ffdf	0	ELITIST PRIG...........IRRELEVANT!!	2016-09-26T17:52:24+0000	3
14_28	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077887602307446	8e291a8201ccbe038da5249910fd2e57679451fe	0	I will NEVER watch Shark tank ever again.	2016-09-26T18:55:23+0000	4
14_29	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1077893132306893	197a426b733f6743ae898089151152648d23fcce	0	I will boycott Shark Tank	2016-09-26T19:06:52+0000	4
14_30	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1078022695627270	7769bdf4f5c0013740d2ee29079a78d254714509	0	I will BOYCOTT Shark tank...what a baby...	2016-09-26T23:29:17+0000	2
14_31	837159759713566_1077104289052444	a5420b77781b8494a28d622eba2717eb13d3f57f	Mark Cuban plans to intimidate Trump at the debate tomorrow night...wonder how... lol... The evils of the sports world are surfacing ...	2016-09-25T21:50:34+0000	1078034172292789	d16c7ed8ee4ec68bbb5266ff1668600a311a34ea	0	He's got the tyical little man syndrome with money and that makes him even more obnoxious 😕	2016-09-26T23:54:07+0000	1
